Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
R1_3_Link,5.55111512312578E-17,-6.59194920871187E-17,2.16518352968986E-08,0,0,0,0.00124171276885342,3.0587474734128E-08,8.27180612553028E-25,-9.92616735063633E-24,3.0587474734128E-08,-2.06795153138257E-25,1.6511457757195E-08,0,0,0,0,0,0,package://omnirobot/meshes/R1_3_Link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://omnirobot/meshes/R1_3_Link.STL,,Ensamblaje1-5/lateral1-6,Coordinate System_R1_3,Axis_R1_3,R1_3_j,continuous,0.000130190385305456,0.0133679295119745,-0.0025,-1.57079632679491,1.56105806399409,-1.5805350513866,Wheel_3_Link,0,0,1,,,,,,,,,,,,
R2_3_Link,0,-1.11022302462516E-16,-1.98386658906147E-08,0,0,0,0.00124171276885342,3.05874747341271E-08,3.30872245021211E-24,1.88054342385102E-24,3.05874747341271E-08,-2.95329328075573E-24,1.65114577571933E-08,0,0,0,0,0,0,package://omnirobot/meshes/R2_3_Link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://omnirobot/meshes/R2_3_Link.STL,,Ensamblaje1-5/lateral1-8,Coordinate System_R2_3,Axis_R2_3,R2_3_j,continuous,0.0133679295235075,-0.000130189201123525,-0.00250000000000006,1.58053505138658,1.5707963267949,0,Wheel_3_Link,0,0,1,,,,,,,,,,,,
R3_3_Link,0,-9.0205620750794E-17,-1.98386662930705E-08,0,0,0,0.00124171276885342,3.05874747341271E-08,-5.55761974059065E-25,-1.24077091882954E-23,3.05874747341271E-08,1.64789887657048E-24,1.65114577571932E-08,0,0,0,0,0,0,package://omnirobot/meshes/R3_3_Link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://omnirobot/meshes/R3_3_Link.STL,,Ensamblaje1-5/lateral1-9,Coordinate System_R3_3,Axis_R3_3,R3_3_j,continuous,-0.000130189201123593,-0.0133679295235073,-0.0025,3.1318539289981,-1.5707963267949,0,Wheel_3_Link,0,0,1,,,,,,,,,,,,
R4_3_Link,-5.55111512312578E-17,-2.77555756156289E-17,1.98386658958188E-08,0,0,0,0.00124171276885342,3.05874747341277E-08,-1.15805285757424E-23,1.37001788954095E-24,3.05874747341278E-08,1.27308266150739E-24,1.65114577571946E-08,0,0,0,0,0,0,package://omnirobot/meshes/R4_3_Link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://omnirobot/meshes/R4_3_Link.STL,,Ensamblaje1-5/lateral1-7,Coordinate System_R4_3,Axis_R4_3,R4_3_j,continuous,-0.0133679294943171,0.00013019219838855,-0.00250000000000006,1.56105760220321,-1.5707963267949,0,Wheel_3_Link,0,0,-1,,,,,,,,,,,,
R5_3_Link,-5.55111512312578E-17,-5.71764857681956E-15,1.69291361901136E-08,0,0,0,0.00124171276885342,3.05874747341281E-08,0,6.61744490042422E-24,3.05874747341281E-08,1.65436122510606E-24,1.65114577571954E-08,0,0,0,0,0,0,package://omnirobot/meshes/R5_3_Link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://omnirobot/meshes/R5_3_Link.STL,,Ensamblaje1-5/lateral1-2,Coordinate System_R5_3,Axis_R5_3,R5_3_j,continuous,0.00954461541941373,0.00936049173223605,-0.0155,0.795136887989139,1.5707963267949,0,Wheel_3_Link,0,0,-1,,,,,,,,,,,,
R6_3_Link,1.37768962904516E-11,-2.70055384166135E-08,-1.49205418599474E-06,0,0,0,0.00124171276885342,3.05874747341281E-08,0,-3.30872245021211E-24,3.0587474734128E-08,-1.24077091882954E-24,1.6511457757195E-08,0,0,0,0,0,0,package://omnirobot/meshes/R6_3_Link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://omnirobot/meshes/R6_3_Link.STL,,Ensamblaje1-5/lateral1-5,Coordinate System_R6_3,Axis_R6_3,R6_3_j,continuous,0.00937056517393026,-0.00955269078177626,-0.0154999999862231,2.36746149659669,1.5707963267949,0,Wheel_3_Link,0,0,-1,,,,,,,,,,,,
R7_3_Link,5.55111512312578E-17,3.05311331771918E-14,-2.2018117259992E-08,0,0,0,0.00124171276885342,3.05874747341275E-08,6.45200877791362E-23,-2.8951321439356E-24,3.05874747341275E-08,4.96308367531817E-24,1.65114577571942E-08,0,0,0,0,0,0,package://omnirobot/meshes/R7_3_Link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://omnirobot/meshes/R7_3_Link.STL,,Ensamblaje1-5/lateral1-3,Coordinate System_R7_3,Axis_R7_3,R7_3_j,continuous,-0.00954461280948127,-0.00936049439351419,-0.0155,2.34645576560066,-1.5707963267949,0,Wheel_3_Link,0,0,1,,,,,,,,,,,,
R8_3_Link,1.37782008025056E-11,1.27311119688389E-05,2.19477151498365E-05,0,0,0,0.00124171276885342,3.05874747341281E-08,2.48154183765908E-24,-1.3648480107125E-23,3.05874747341281E-08,1.3648480107125E-23,1.65114577571953E-08,0,0,0,0,0,0,package://omnirobot/meshes/R8_3_Link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://omnirobot/meshes/R8_3_Link.STL,,Ensamblaje1-5/lateral1-1,Coordinate System_R8_3,Axis_R8_3,R8_3_j,continuous,-0.00934479800253599,0.00955996849245784,-0.0155000000137783,0.774131156993104,-1.5707963267949,0,Wheel_3_Link,0,0.00152828121828827,-0.999998832177577,,,,,,,,,,,,
Wheel_4_Link,6.25600068240861E-06,-5.07652483202822E-06,-0.00899453045115985,0,0,0,0.00633896054307936,5.96814501768612E-07,2.59244835691331E-10,-1.81144896767638E-10,5.97048371457117E-07,1.34498847542479E-10,9.07971540113775E-07,0,0,0,0,0,0,package://omnirobot/meshes/Wheel_4_Link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://omnirobot/meshes/Wheel_4_Link.STL,,Ensamblaje1-2/RuedaOficial-1,Coordinate System_W4,Axis_W4,Wheel_4_j,continuous,-0.0837132034355963,-0.0837132034355966,-0.02,1.5707963267949,0,-0.785398163397448,base_link,0,0,1,,,,,,,,,,,,
R1_4_Link,6.93889390390723E-18,-5.7072402359637E-15,-1.69291362039914E-08,0,0,0,0.00124171276885342,3.0587474734127E-08,1.34416849539867E-24,-2.48154183765908E-24,3.0587474734127E-08,-1.45402842050337E-24,1.65114577571932E-08,0,0,0,0,0,0,package://omnirobot/meshes/R1_4_Link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://omnirobot/meshes/R1_4_Link.STL,,Ensamblaje1-2/lateral1-2,Coordinate System_R1_4,Axis_R1_4,R1_4_j,continuous,0.000144743331508629,0.0133677798583667,-0.0025,-3.130597726294,1.57079631189374,3.14159265358979,Wheel_4_Link,0,0,1,,,,,,,,,,,,
R2_4_Link,1.37782354969751E-11,-1.27311119688389E-05,-2.19477151498469E-05,0,0,0,0.00124171276885342,3.05874747341278E-08,3.30872245021211E-24,-2.25535963891411E-24,3.05874747341278E-08,-2.70772403640405E-24,1.65114577571946E-08,0,0,0,0,0,0,package://omnirobot/meshes/R2_4_Link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://omnirobot/meshes/R2_4_Link.STL,,Ensamblaje1-2/lateral1-1,Coordinate System_R2_4,Axis_R2_4,R2_4_j,continuous,0.0133679904995193,-0.000122789615784475,-0.00249999998622174,1.58009572802385,1.5707963267949,0,Wheel_4_Link,0,-0.00152828121774706,0.999998832177578,,,,,,,,,,,,
R3_4_Link,-6.93889390390723E-18,3.05554193058555E-14,2.20181173016254E-08,0,0,0,0.00124171276885342,3.05874747341275E-08,0,3.30872245021211E-24,3.05874747341275E-08,1.46695311757451E-24,1.65114577571942E-08,0,0,0,0,0,0,package://omnirobot/meshes/R3_4_Link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://omnirobot/meshes/R3_4_Link.STL,,Ensamblaje1-2/lateral1-3,Coordinate System_R3_4,Axis_R3_4,R3_4_j,continuous,-0.000144747058776012,-0.0133677798180139,-0.00250000000000001,3.13076497054819,-1.5707963267949,0,Wheel_4_Link,0,0,-1,,,,,,,,,,,,
R4_4_Link,1.37769101682395E-11,2.70055384166135E-08,1.49205418599821E-06,0,0,0,0.00124171276885342,3.05874747341275E-08,-1.65436122510606E-24,3.82571033305775E-24,3.05874747341275E-08,2.47507948912351E-24,1.6511457757194E-08,0,0,0,0,0,0,package://omnirobot/meshes/R4_4_Link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://omnirobot/meshes/R4_4_Link.STL,,Ensamblaje1-2/lateral1-5,Coordinate System_R4_4,Axis_R4_4,R4_4_j,continuous,-0.0133805812315059,0.000146419801193695,-0.00250000001377692,-1.58008364717444,-1.57079631189374,0,Wheel_4_Link,0,0,1,,,,,,,,,,,,
R5_4_Link,-3.46944695195361E-17,-6.93889390390723E-17,-2.1651835269143E-08,0,0,0,0.00124171276885342,3.05874747341272E-08,0,1.24077091882954E-24,3.05874747341272E-08,2.8951321439356E-24,1.65114577571935E-08,0,0,0,0,0,0,package://omnirobot/meshes/R5_4_Link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://omnirobot/meshes/R5_4_Link.STL,,Ensamblaje1-2/lateral1-6,Coordinate System_R5_4,Axis_R5_4,R5_4_j,continuous,0.00955480008159457,0.00935009542059886,-0.0155,-2.38321493937961,1.57079631189374,3.14159265358979,Wheel_4_Link,0,0,-1,,,,,,,,,,,,
R6_4_Link,-1.17961196366423E-16,4.16333634234434E-17,-1.98386659044925E-08,0,0,0,0.00124171276885342,3.05874747341271E-08,-8.27180612553028E-25,4.13590306276514E-24,3.05874747341271E-08,-1.24077091882954E-24,1.65114577571933E-08,0,0,0,0,0,0,package://omnirobot/meshes/R6_4_Link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://omnirobot/meshes/R6_4_Link.STL,,Ensamblaje1-2/lateral1-7,Coordinate System_R6_4,Axis_R6_4,R6_4_j,continuous,0.00935009671650983,-0.0095547988134478,-0.0155,-0.785398163397448,1.57079630572147,3.14159265358979,Wheel_4_Link,0,0,1,,,,,,,,,,,,
R7_4_Link,2.08166817117217E-17,-9.71445146547012E-17,1.98386662791927E-08,0,0,0,0.00124171276885342,3.05874747341278E-08,-1.65436122510606E-24,7.85821581925376E-24,3.05874747341278E-08,0,1.65114577571946E-08,0,0,0,0,0,0,package://omnirobot/meshes/R7_4_Link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://omnirobot/meshes/R7_4_Link.STL,,Ensamblaje1-2/lateral1-9,Coordinate System_R7_4,Axis_R7_4,R7_4_j,continuous,-0.00955480090986172,-0.00935009457419843,-0.0155,2.34536680715074,-1.5707963267949,0,Wheel_4_Link,0,0,-1,,,,,,,,,,,,
R8_4_Link,2.77555756156289E-17,8.32667268468867E-17,1.98386659044925E-08,0,0,0,0.00124171276885342,3.05874747341275E-08,0,1.03397576569128E-23,3.05874747341275E-08,3.30872245021211E-24,1.65114577571942E-08,0,0,0,0,0,0,package://omnirobot/meshes/R8_4_Link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://omnirobot/meshes/R8_4_Link.STL,,Ensamblaje1-2/lateral1-8,Coordinate System_R8_4,Axis_R8_4,R8_4_j,continuous,-0.00935009457419866,0.00955480090986175,-0.0155,-2.35619449019234,-1.57079630572147,0,Wheel_4_Link,0,0,-1,,,,,,,,,,,,
